
Data from running : 

for n in 128 192 256 384 512 768 1024 1536 2048;  
 do     echo -ne $nt >> mtxMultiplyProfile;   
 ./ptimemultiply $n 1 >> mtxMultiplyProfile; done

for n in 128 192 256 384 512 768 1024 1536 2048; 
  do     echo -ne $nt >> mtxMultiplyProfile;   
  ./ptimemultiply $n 2 >> mtxMultiplyProfile; done

for n in 128 192 256 384 512 768 1024 1536 2048; 
  do     echo -ne $nt >> mtxMultiplyProfile;   
  ./ptimemultiply $n 3 >>  mtxMultiplyProfile; done

for n in 128 192 256 384 512 768 1024 1536 2048;  
 do     echo -ne $nt >> mtxMultiplyProfile;    
 ./ptimemultiply $n 4 >> mtxMultiplyProfile; done



Threads: 1
  0.010495	  0.005843	  0.006341
  0.028220	  0.022967	  0.024868
  0.053346	  0.056714	  0.050666
  0.161465	  0.152446	  0.159345
  0.366919	  0.357090	  0.368407
  1.204320	  1.196387	  1.202859
  2.934068	  2.922738	  2.968047
  9.922737	  9.914455	 10.058668
 23.468226	 23.461429	 23.460662

Threads: 2
  0.007192	  0.007133	  0.006954
  0.019720	  0.015568	  0.013420
  0.035314	  0.031007	  0.027983
  0.087355	  0.085374	  0.089545
  0.190058	  0.197384	  0.198516
  0.625959	  0.629656	  0.628030
  1.517283	  1.515384	  1.538852
  5.111999	  5.110251	  5.184066
 12.090712	 12.086609	 12.089291

Threads: 3
   0.005107	  0.004952	  0.005003
  0.015987	  0.016010	  0.013790
  0.016739	  0.016980	  0.021162
  0.064651	  0.061131	  0.060980
  0.136234	  0.134229	  0.134733
  0.428568	  0.434557	  0.432197
  1.040933	  1.043946	  1.053486
  3.497636	  3.498054	  3.537673
  8.278215	  8.275488	  8.278231

Thread: 4
  0.004011	  0.004247	  0.003847
  0.008683	  0.005844	  0.005583
  0.012906	  0.012855	  0.012919
  0.042088	  0.042247	  0.042629
  0.098370	  0.097934	  0.099495
  0.329105	  0.329907	  0.330154
  0.798945	  0.795852	  0.808042
  2.688160	  2.687280	  2.725116
  6.355615	  6.373270	  6.355293
